raw_comp_writers_text,CLEAN_TEXT,split_phrases
Trad. Arr. Fabian Holland,Fabian Holland,['Trad. Arr. Fabian Holland']
Bill Spooner/Michael Evans/Roger Steen,Bill Spooner/Michael Evans/Roger Steen,"['Bill Spooner', 'Michael Evans', 'Roger Steen']"
Tony Macaulay,Tony Macaulay,['Tony Macaulay']
Jorge Luis Sepulveda,Jorge Luis Sepulveda,['Jorge Luis Sepulveda']
高瀬愛虹/Devin Kinoshita,,"['高瀬愛虹', 'Devin Kinoshita']"
"Agustin Ramirez Sánchez, Vicente Maldonado Luna, Horacio Palencia Cisneros, Geovani Cabrera Inzunza, Carlos Gonzalez Garcia & Julio Cesar Orozco",Agustin Ramirez Sánchez/Vicente Maldonado Luna/Horacio Palencia Cisneros/Geovani Cabrera Inzunza/Carlos Gonzalez Garcia/Julio Cesar Orozco,"['Agustin Ramirez Sánchez', 'Vicente Maldonado Luna', 'Horacio Palencia Cisneros', 'Geovani Cabrera Inzunza', 'Carlos Gonzalez Garcia', 'Julio Cesar Orozco']"
Robert Allaire,Robert Allaire,['Robert Allaire']
Alfred Lion/Jon Hendricks/Herbert Hancock,Alfred Lion/Jon Hendricks/Herbert Hancock,"['Alfred Lion', 'Jon Hendricks', 'Herbert Hancock']"
山村隆太/阪井一生,,"['山村隆太', '阪井一生']"
Logan Hugueny-Clark,Logan Hugueny-Clark,['Logan Hugueny-Clark']
土屋憲一,,['土屋憲一']
Peter Thomas,Peter Thomas,['Peter Thomas']
まふまふ,,['まふまふ']
及川眠子/佐藤英敏,,"['及川眠子', '佐藤英敏']"
Scandinavianz Scandinavianz,Scandinavianz Scandinavianz,['Scandinavianz Scandinavianz']
Andy Riley/Jason Cowley/Gavin Belton/Steve Walker/Laurence Ritchie,,"['Andy Riley', 'Jason Cowley', 'Gavin Belton', 'Steve Walker', 'Laurence Ritchie']"
渡辺徹/森月キャス,,"['渡辺徹', '森月キャス']"
Valdecir Marques,Valdecir Marques,['Valdecir Marques']
John Locran/Kayo Bracey,John Locran/Kayo Bracey,"['John Locran', 'Kayo Bracey']"
K-NERO/NORIKIYO,K-NERO/NORIKIYO,"['K-NERO', 'NORIKIYO']"
Carson Fanny,Carson Fanny,['Carson Fanny']
Kenji Kawai/Ranma Teki Kagekidan Bungeibu,Kenji Kawai/Ranma Teki Kagekidan Bungeibu,"['Kenji Kawai', 'Ranma Teki Kagekidan Bungeibu']"
Miguel Collins/Philip Burrell,Miguel Collins/Philip Burrell,"['Miguel Collins', 'Philip Burrell']"
Johnathan Jerel Johnson,Johnathan Jerel Johnson,['Johnathan Jerel Johnson']
Brian Chase/Nick Zinner/Karen O,Brian Chase/Nick Zinner/Karen O,"['Brian Chase', 'Nick Zinner', 'Karen O']"
"Nathan Thomas,Carissa Alvarado,Michael Alvarado",Nathan Thomas/Carissa Alvarado/Michael Alvarado,"['Nathan Thomas', 'Carissa Alvarado', 'Michael Alvarado']"
Stu Mackenzie,Stu Mackenzie,['Stu Mackenzie']
L’Indécis,L’Indécis,['L’Indécis']
Pinocchio,Pinocchio,['Pinocchio']
Musiquarius,Musiquarius,['Musiquarius']
Alex Ross,Alex Ross,['Alex Ross']
Theodore Presser,Theodore Presser,['Theodore Presser']
"PARTYNEXTDOOR,DJ Candlestick,OG Ron C",PARTYNEXTDOOR/DJ Candlestick/OG Ron C,"['PARTYNEXTDOOR', 'DJ Candlestick', 'OG Ron C']"
유정균,,['유정균']
Hi Power,Hi Power,['Hi Power']
Grant Harris/John-Luke Carter,Grant Harris/John-Luke Carter,"['Grant Harris', 'John-Luke Carter']"
Klubasic/Soulbridge/Antonio Luigi Frassanito,Soulbridge/Antonio Luigi Frassanito,"['Klubasic', 'Soulbridge', 'Antonio Luigi Frassanito']"
Jesse Keeler/Alex Puodziukas,Jesse Keeler/Alex Puodziukas,"['Jesse Keeler', 'Alex Puodziukas']"
Daniel Heredero,Daniel Heredero,['Daniel Heredero']
FLORA ERIK/GLENN JOHN/HATCH KYLE/MULICK CURT/PARKER DAVID,FLORA ERIK/GLENN JOHN/HATCH KYLE/MULICK CURT/PARKER DAVID,"['FLORA ERIK', 'GLENN JOHN', 'HATCH KYLE', 'MULICK CURT', 'PARKER DAVID']"
Aubrey McGhee/Corey Wong,Aubrey McGhee/Corey Wong,"['Aubrey McGhee', 'Corey Wong']"
Okay  Temiz,Okay  Temiz,['Okay  Temiz']
"周弦, 李韬 & 申名利",,"['周弦', '李韬', '申名利']"
Eulenspiegel/Mighty Real,Eulenspiegel/Mighty Real,"['Eulenspiegel', 'Mighty Real']"
Federico Ramírez Carrasco,,['Federico Ramírez Carrasco']
Eduardo Aréchiga/Héctor Bojórquez/José Manuel Figueroa,Eduardo Aréchiga/Héctor Bojórquez/José Manuel Figueroa,"['Eduardo Aréchiga', 'Héctor Bojórquez', 'José Manuel Figueroa']"
James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot,James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot,"['James Lightfoot', 'Alastair Thorpe', 'Jonathan Barnard', 'David Lightfoot']"
American Football,American Football,['American Football']
樫田レオ/PMMK,PMMK,"['樫田レオ', 'PMMK']"
Kameron Bellamy,Kameron Bellamy,['Kameron Bellamy']
Tom Williams,Tom Williams,['Tom Williams']
Denver Dale,Denver Dale,['Denver Dale']
Malola Kannan & J.Bhakthavatsalam,Malola Kannan/J.Bhakthavatsalam,"['Malola Kannan', 'J.Bhakthavatsalam']"
Henri Meilhac/Not Documented/Ludovic Halévy/John Culshaw,Henri Meilhac/Ludovic Halévy/John Culshaw,"['Henri Meilhac', 'Not Documented', 'Ludovic Halévy', 'John Culshaw']"
"Busta Rhymes,Rick Rock,Spliff Star,Sean Paul",Busta Rhymes/Rick Rock/Spliff Star/Sean Paul,"['Busta Rhymes', 'Rick Rock', 'Spliff Star', 'Sean Paul']"
Pillar Point,Pillar Point,['Pillar Point']
CONTROL  COPYRIGHT/HUGO DE FARIA GONCALVES  VICTOR,CONTROL  COPYRIGHT/HUGO DE FARIA GONCALVES  VICTOR,"['CONTROL  COPYRIGHT', 'HUGO DE FARIA GONCALVES  VICTOR']"
Bobomurod Soginboev,Bobomurod Soginboev,['Bobomurod Soginboev']
Andréas Martin/Nicolas Patra/Martin Hallier,Andréas Martin/Nicolas Patra/Martin Hallier,"['Andréas Martin', 'Nicolas Patra', 'Martin Hallier']"
Domenico Scarlatti,,['Domenico Scarlatti']
C.Vanveer/Shree Kamalprabh M.S,C.Vanveer,"['C.Vanveer', 'Shree Kamalprabh M.S']"
Luis Mario Alvarez/Hector Adrian Serantoni,Luis Mario Alvarez/Hector Adrian Serantoni,"['Luis Mario Alvarez', 'Hector Adrian Serantoni']"
Carson Patrick Linzie,,['Carson Patrick Linzie']
Brad Delson/Joseph Hahn/Mike Shinoda/Robert Bourdon/Tommee Profitt/Chester Bennington,Brad Delson/Joseph Hahn/Mike Shinoda/Robert Bourdon/ommee Profitt/Chester Bennington,"['Brad Delson', 'Joseph Hahn', 'Mike Shinoda', 'Robert Bourdon', 'Tommee Profitt', 'Chester Bennington']"
PJ Harvey,PJ Harvey,['PJ Harvey']
Beau Holland & Ángel Cabrera,Beau Holland/ Ángel Cabrera,"['Beau Holland', 'Ángel Cabrera']"
Amadeo Mariscal Lopez,Amadeo Mariscal Lopez,['Amadeo Mariscal Lopez']
Sony ATV/Georgia Barnes/Rostam Batmanglij/Domino Publishing Company Ltd,Georgia Barnes/Rostam Batmanglij,"['Sony ATV', 'Georgia Barnes', 'Rostam Batmanglij', 'Domino Publishing Company Ltd']"
RMC Mike,RMC Mike,['RMC Mike']
Hasani Leslie,Hasani Leslie,['Hasani Leslie']
Pérez Prado,Pérez Prado,['Pérez Prado']
Əsgər Osmanov,,['Əsgər Osmanov']
Jaime Robbie Robertson/Hans Ulrich Weigel,Jaime Robbie Robertson/Hans Ulrich Weigel,"['Jaime Robbie Robertson', 'Hans Ulrich Weigel']"
Lionel Hampton,Lionel Hampton,['Lionel Hampton']
Sean Jacobs,Sean Jacobs,['Sean Jacobs']
AZARIA REGEV,AZARIA REGEV,['AZARIA REGEV']
Chimaira/Rob Arnold/Ben Schigel/Jason Hager/Jim LaMarca/Mark Hunter/Andols Herrick/Chris Spicuzza,Chimaira/Rob Arnold/Ben Schigel/Jason Hager/Jim LaMarca/Mark Hunter/Andols Herrick/Chris Spicuzza,"['Chimaira', 'Rob Arnold', 'Ben Schigel', 'Jason Hager', 'Jim LaMarca', 'Mark Hunter', 'Andols Herrick', 'Chris Spicuzza']"
Charles Hart/Richard Stilgoe/Andrew Lloyd Webber,Charles Hart/Richard Stilgoe/Andrew Lloyd Webber,"['Charles Hart', 'Richard Stilgoe', 'Andrew Lloyd Webber']"
Peter Richards,,['Peter Richards']
"<Unknown>/Harrison, Michael Wayne",Harrison/Michael Wayne,"['<Unknown>', 'Harrison', 'Michael Wayne']"
Wayne Kemp/W. Mack Vickery,Wayne Kemp/Mack Vickery,"['Wayne Kemp', 'W. Mack Vickery']"
A. R. Rahman/Aparna Narayanan/Anirudh Ravichander/Yuvan Shankar Raja/Aaryan Dinesh Kanagaratnam/Sid Sriram,A. R. Rahman/Aparna Narayanan/Anirudh Ravichander/Yuvan Shankar Raja/Aaryan Dinesh Kanagaratnam/Sid Sriram,"['A. R. Rahman', 'Aparna Narayanan', 'Anirudh Ravichander', 'Yuvan Shankar Raja', 'Aaryan Dinesh Kanagaratnam', 'Sid Sriram']"
Jean-Marie Leclair,Jean-Marie Leclair,['Jean-Marie Leclair']
Frank Foreba/Cab Calloway/Jack Palmer,Frank Foreba/Cab Calloway/Jack Palmer,"['Frank Foreba', 'Cab Calloway', 'Jack Palmer']"
"<Unknown>/Moseley, Shawn",Moseley/Shawn,"['<Unknown>', 'Moseley', 'Shawn']"
Tilo Wolff,Tilo Wolff,['Tilo Wolff']
Afroto - عفروتو,Afroto,['Afroto - عفروتو']
Lam Chun Keung/Suzuki Kisaburou,Lam Chun Keung/Suzuki Kisaburou,"['Lam Chun Keung', 'Suzuki Kisaburou']"
Aaron Horn/Raz Olsher/Sam Ritchie/Bloem de Wilde de Lingy,Aaron Horn/Raz Olsher/Sam Ritchie/Bloem de Wilde de Lingy,"['Aaron Horn', 'Raz Olsher', 'Sam Ritchie', 'Bloem de Wilde de Lingy']"
"Kidd G,Ryan Jeffrey Anderson",Kidd G/Ryan Jeffrey Anderson,"['Kidd G', 'Ryan Jeffrey Anderson']"
Christopher Ashmore(PRS),Christopher Ashmore,"['Christopher Ashmore', 'PRS']"
"Tedashii,Carvello",Tedashii/Carvello,"['Tedashii', 'Carvello']"
Deondre cloyd,Deondre cloyd,['Deondre cloyd']
Elyssa Samsel/Kate Anderson,Elyssa Samsel/Kate Anderson,"['Elyssa Samsel', 'Kate Anderson']"
Tony Shhnow,Tony Shhnow,['Tony Shhnow']
Alan Hawkshaw,Alan Hawkshaw,['Alan Hawkshaw']
"Barrella, Jey B. & Lopez Ruiz",Barrella/Jey B/Lopez Ruiz,"['Barrella', 'Jey B.', 'Lopez Ruiz']"
Andreu Ballesteros/Karlos Maro,Andreu Ballesteros/Karlos Maro,"['Andreu Ballesteros', 'Karlos Maro']"
Amparo Llanos/Cristina Llanos,Amparo Llanos/Cristina Llanos,"['Amparo Llanos', 'Cristina Llanos']"
Dave Grusin/Lorraine Feather,Dave Grusin/Lorraine Feather,"['Dave Grusin', 'Lorraine Feather']"
Michelle Hord/Zach Hord/Casi Joy Lankford/Bryan Lankford,Michelle Hord/Zach Hord/Casi Joy Lankford/Bryan Lankford,"['Michelle Hord', 'Zach Hord', 'Casi Joy Lankford', 'Bryan Lankford']"
Martin L. Gore,,['Martin L. Gore']
George Protheroe/Copyright Control/William McCartney/James Peter Riches/Joshua Twigge-Molecey/Joshua Twigge-Molesey/NOIDEA.,George Protheroe/William McCartney/James Peter Riches/Joshua Twigge-Molecey,"['George Protheroe', 'Copyright Control', 'William McCartney', 'James Peter Riches', 'Joshua Twigge-Molecey', 'Joshua Twigge-Molesey', 'NOIDEA.']"
David Morales/Copyright Control,David Morales,"['David Morales', 'Copyright Control']"
梁瓊元,,['梁瓊元']
[traditional],[traditional],['[traditional]']
Trancy Spacer/Spacey Trancer,Trancy Spacer/Spacey Trancer,"['Trancy Spacer', 'Spacey Trancer']"
John Zorn,John Zorn,['John Zorn']
Ralph Siegel/Kurt Hertha,,"['Ralph Siegel', 'Kurt Hertha']"
Sergi Pau Gimenez,Sergi Pau Gimenez,['Sergi Pau Gimenez']
BARRY MICHAEL J/BARRY WILLIAM JOHN (MR)/LINSCOTT ROBERT EARL III (MR)/SENNA LILLIAN MARGARET (MS),,"['BARRY MICHAEL J', 'BARRY WILLIAM JOHN', 'MR', 'LINSCOTT ROBERT EARL III', 'MR', 'SENNA LILLIAN MARGARET', 'MS']"
10,,['10']
Dan Sawler & My Living Will,,"['Dan Sawler', 'My Living Will']"
Christophe Ernault,Christophe Ernault,['Christophe Ernault']
SatKirin & Thomas,SatKirin & Thomas,"['SatKirin', 'Thomas']"
Mehboob/A. R. Rahman,Mehboob/A. R. Rahman,"['Mehboob', 'A. R. Rahman']"
Модест Петрович Мусоргский,,['Модест Петрович Мусоргский']
"Richie Souf,Destroy Lonely",Richie Souf/Destroy Lonely,"['Richie Souf', 'Destroy Lonely']"
Mary Murillo/ABStationRecords/Copyright Control,Mary Murillo/ABStationRecords,"['Mary Murillo', 'ABStationRecords', 'Copyright Control']"
Gabriel Murrieta Marcelino,Gabriel Murrieta Marcelino,['Gabriel Murrieta Marcelino']
Noel Gallagher/Roger Greenaway/Roger Cook/Bill Backer/Roquel Davis,,"['Noel Gallagher', 'Roger Greenaway', 'Roger Cook', 'Bill Backer', 'Roquel Davis']"
Bobby Troup,Bobby Troup,['Bobby Troup']
Kate Bold,Kate Bold,['Kate Bold']
"<Unknown>/Moore, Devarius",Moore/Devarius,"['<Unknown>', 'Moore', 'Devarius']"
Bruno Cardoso,Bruno Cardoso,['Bruno Cardoso']
Angela Leiva,Angela Leiva,['Angela Leiva']
Ronela Hajati,Ronela Hajati,['Ronela Hajati']
Hudson Rose/Bryce Sainty/Michael Paynter/Michael Delorenzis/Checked Label Services Pty Ltd,Hudson Rose/Bryce Sainty/Michael Paynter/Michael Delorenzis,"['Hudson Rose', 'Bryce Sainty', 'Michael Paynter', 'Michael Delorenzis', 'Checked Label Services Pty Ltd']"
Michael Stipe/Mike Mills/Peter Buck,Michael Stipe/Mike Mills/Peter Buck,"['Michael Stipe', 'Mike Mills', 'Peter Buck']"
Hannah Lenae DeMarino,Hannah Lenae DeMarino,['Hannah Lenae DeMarino']
Héctor Cárcamo,Héctor Cárcamo,['Héctor Cárcamo']
Charles Singleton/Rose Marie McCoy,Charles Singleton/Rose Marie McCoy,"['Charles Singleton', 'Rose Marie McCoy']"
Fat Steve & Chubb G,Fat Steve/Chubb G,"['Fat Steve', 'Chubb G']"
Bruce Welch/Pete Chester,Bruce Welch/Pete Chester,"['Bruce Welch', 'Pete Chester']"
Shaun Kim/Prime Time/BoA/Sin Il Jo,Shaun Kim/Prime Time/BoA/Sin Il Jo,"['Shaun Kim', 'Prime Time', 'BoA', 'Sin Il Jo']"
Dave Southwick,Dave Southwick,['Dave Southwick']
Parvinder Singh Babbu & Traditional,Parvinder Singh Babbu,"['Parvinder Singh Babbu', 'Traditional']"
"Tom Lee Bardwell Jr, Oliver Larsson & Ian Viitala Jacobsen",Tom Lee Bardwell Jr/Oliver Larsson/Ian Viitala Jacobsen,"['Tom Lee Bardwell Jr', 'Oliver Larsson', 'Ian Viitala Jacobsen']"
Fred Gaisberg/Frédéric Chopin,Fred Gaisberg/Frédéric Chopin,"['Fred Gaisberg', 'Frédéric Chopin']"
Hitesh Sonik/Zee Music Company,Hitesh Sonik,"['Hitesh Sonik', 'Zee Music Company']"
Tony Galla/Damon Leigh/David Siebels,Tony Galla/Damon Leigh/David Siebels,"['Tony Galla', 'Damon Leigh', 'David Siebels']"
Jaquavis Damajanique Graham,Jaquavis Damajanique Graham,['Jaquavis Damajanique Graham']
Muhammad Doro Shirmonov,Muhammad Doro Shirmonov,['Muhammad Doro Shirmonov']
Don Was,Don Was,['Don Was']
Anderson & Vei da Pisadinha/Anderson & Vei Da Pisadinha Digital Music,Anderson & Vei da Pisadinha/Anderson & Vei Da Pisadinha Digital Music,"['Anderson', 'Vei da Pisadinha', 'Anderson', 'Vei Da Pisadinha Digital Music']"
Wolfgang Amadeus Mozart/Joseph Franz Von Ratschky,Wolfgang Amadeus Mozart/Joseph Franz Von Ratschky,"['Wolfgang Amadeus Mozart', 'Joseph Franz Von Ratschky']"
Min sung jin,Min sung jin,['Min sung jin']
AMNEZIA BEATS,AMNEZIA BEATS,['AMNEZIA BEATS']
JaMyrian Rogers,JaMyrian Rogers,['JaMyrian Rogers']
R. Ferebee/DeAndre Way/T. Neverson/A. Izquierdo,R. Ferebee/DeAndre Way/T. Neverson/A. Izquierdo,"['R. Ferebee', 'DeAndre Way', 'T. Neverson', 'A. Izquierdo']"
Anna Mahas Williams,Anna Mahas Williams,['Anna Mahas Williams']
COMPOSER & AUTHOR TRAD/GEORGE BASS/LESLIE FEIST/NINA SIMONE,GEORGE BASS/LESLIE FEIST/NINA SIMONE,"['COMPOSER', 'AUTHOR TRAD', 'GEORGE BASS', 'LESLIE FEIST', 'NINA SIMONE']"
Christian Blas Rios,Christian Blas Rios,['Christian Blas Rios']
Toohda Band$,Toohda Band$,['Toohda Band$']
Tradicional,,['Tradicional']
"Nathan X Frith, Timothy Brown & Tashawn Jamonte Cooper",Nathan X Frith/Timothy Brown/Tashawn Jamonte Cooper,"['Nathan X Frith', 'Timothy Brown', 'Tashawn Jamonte Cooper']"
"HAL DAVID,HENRY NICOLA MANCINI",HAL DAVID/HENRY NICOLA MANCINI,"['HAL DAVID', 'HENRY NICOLA MANCINI']"
Beard/Shelby/Nidra Beard/William Shelby/Leon Sylvers III,Beard/Shelby/Nidra Beard/William Shelby/Leon Sylvers III,"['Beard', 'Shelby', 'Nidra Beard', 'William Shelby', 'Leon Sylvers III']"
A BROEKHUYSE ADRIAN J/A LYNN SARAH/C HAGEN RON/C WOJCIK ADRIAN/PA RON HAGEN & A.R.D.I. AND SARAH LYNN,BROEKHUYSE/ADRIAN/J/LYNN/SARAH/C/HAGEN/RON/C/WOJCIK/ADRIAN/P/RON/HAGEN/&/A.R.D.I./AND/SARAH/LYNN,"['A BROEKHUYSE ADRIAN J', 'A LYNN SARAH', 'C HAGEN RON', 'C WOJCIK ADRIAN', 'PA RON HAGEN', 'A.R.D.I. AND SARAH LYNN']"
CJ Beats (FasPicPro),CJ Beats (FasPicPro),"['CJ Beats', 'FasPicPro']"
Francesco Turini,Francesco Turini,['Francesco Turini']
Ryan Belgrave & Carlos Martinez,Ryan Belgrave/Carlos Martinez,"['Ryan Belgrave', 'Carlos Martinez']"
Michael Shrieve/Raul Rekow/Karl Perazzo/Carlos Santana,,"['Michael Shrieve', 'Raul Rekow', 'Karl Perazzo', 'Carlos Santana']"
Dante Tom/Tom Junior/Copyright Control,Dante Tom/Tom Junior,"['Dante Tom', 'Tom Junior', 'Copyright Control']"
Dawens Clerjuste,Dawens Clerjuste,['Dawens Clerjuste']
Mr.Z/Blue Hawaii,Mr.Z/Blue Hawaii,"['Mr.Z', 'Blue Hawaii']"
Marc Cantone,,['Marc Cantone']
Cafe Music BGM channel,Cafe Music BGM channel,['Cafe Music BGM channel']
Luis Villa/Antonio Cortés/Eduardo Barbero,Luis Villa/Antonio Cortés/Eduardo Barbero,"['Luis Villa', 'Antonio Cortés', 'Eduardo Barbero']"
Nam Nguyễn Nhật,,['Nam Nguyễn Nhật']
Thomas F Blake,Thomas F Blake,['Thomas F Blake']
Jose Ontiveros Meza,Jose Ontiveros Meza,['Jose Ontiveros Meza']
Tyrone Holguin,Tyrone Holguin,['Tyrone Holguin']
Shane Hillman,Shane Hillman,['Shane Hillman']
C. Stewart/Medicine Men/Louis Conerly,,"['C. Stewart', 'Medicine Men', 'Louis Conerly']"
Ryan Guldemond/Ali Siadat,Ryan Guldemond/Ali Siadat,"['Ryan Guldemond', 'Ali Siadat']"
Double N,Double N,['Double N']
Chris Isaak,Chris Isaak,['Chris Isaak']
Ryan Cayabyab,Ryan Cayabyab,['Ryan Cayabyab']
Edson Zuñiga,Edson Zuñiga,['Edson Zuñiga']
Brian Carroll,Brian Carroll,['Brian Carroll']
Gene Autry/Harriett Melka/Oakley Haldeman,Gene Autry/Harriett Melka/Oakley Haldeman,"['Gene Autry', 'Harriett Melka', 'Oakley Haldeman']"
Julián Alalouf,Julián Alalouf,['Julián Alalouf']
CA BRUCE JOSH DWIGHT/CA ELIZA PAIGE/CA HAYWARD CRAIG IAN/PA BRU-C FEAT. PAIGE ELIZA & SHAPES,BRUCE/JOSH/DWIGHT/ELIZA/PAIGE/HAYWARD/CRAIG/IAN/PA/BRU-C/FEAT./PAIGE/ELIZA/&/SHAPES,"['CA BRUCE JOSH DWIGHT', 'CA ELIZA PAIGE', 'CA HAYWARD CRAIG IAN', 'PA BRU-C FEAT. PAIGE ELIZA', 'SHAPES']"
Joni Mitchell,Joni Mitchell,['Joni Mitchell']
THOMPSON FRAZIER O III/WOODS KEVIN LEE,,"['THOMPSON FRAZIER O III', 'WOODS KEVIN LEE']"
FLETCHER/Kito/Malay/Alex Hope,,"['FLETCHER', 'Kito', 'Malay', 'Alex Hope']"
鄭國江/五輪真弓,,"['鄭國江', '五輪真弓']"
Pedro Escalante,Pedro Escalante,['Pedro Escalante']
Trevor Rockcliffe,Trevor Rockcliffe,['Trevor Rockcliffe']
"<Unknown>/Sanchez, Fernando",Sanchez/Fernando,"['<Unknown>', 'Sanchez', 'Fernando']"
DOMINIO PUBLICO/MARTIN  ANA MARIA ALCAIDE,MARTIN/ANA/MARIA/ALCAIDE,"['DOMINIO PUBLICO', 'MARTIN  ANA MARIA ALCAIDE']"
Tony Colton/Troy Seals,Tony Colton/Troy Seals,"['Tony Colton', 'Troy Seals']"
Yves Martin,Yves Martin,['Yves Martin']
HOULE CLAY/KEITH FRANK WILLIAM IV/STONE TEDO/TANNER KEVIN GRAFTON (MR),,"['HOULE CLAY', 'KEITH FRANK WILLIAM IV', 'STONE TEDO', 'TANNER KEVIN GRAFTON', 'MR']"
Ray Burns/Beatsbyjay,Ray Burns/Beatsbyjay,"['Ray Burns', 'Beatsbyjay']"
Evan Parker/Paul Lovens/Alexander von Schlippenbach,Alexander von Schlippenbach,"['Evan Parker', 'Paul Lovens', 'Alexander von Schlippenbach']"
Ian Gillan/Ritchie Blackmore/Roger Glover,Ian Gillan/Ritchie Blackmore/Roger Glover,"['Ian Gillan', 'Ritchie Blackmore', 'Roger Glover']"
Risk1/Bard Picasso,Risk1,"['Risk1', 'Bard Picasso']"
Guillaume Breton & Alexis Layous,Guillaume Breton/Alexis Layous,"['Guillaume Breton', 'Alexis Layous']"
RYAN JHUN/오유원/Cameron Jai/Keelah Jacobsen/Harold Philippon,RYAN JHUN/Cameron Jai/Keelah Jacobsen/Harold Philippon,"['RYAN JHUN', '오유원', 'Cameron Jai', 'Keelah Jacobsen', 'Harold Philippon']"
Gabriel Fauré,Gabriel Fauré,['Gabriel Fauré']
أحمد خضر/Copyright Control,,"['أحمد خضر', 'Copyright Control']"
AFN Peso,AFN Peso,['AFN Peso']
TragiicFG,,['TragiicFG']
Ben Prokopowicz,Ben Prokopowicz,['Ben Prokopowicz']
Lilli Lewis,Lilli Lewis,['Lilli Lewis']
Stephen Jones,Stephen Jones,['Stephen Jones']
David Banner,David Banner,['David Banner']
Kirshnick Ball/Nonstop Da Hitman/Gary Evan Fountaine,Kirshnick Ball/Nonstop Da Hitman/Gary Evan Fountaine,"['Kirshnick Ball', 'Nonstop Da Hitman', 'Gary Evan Fountaine']"
Aman Tone,Aman Tone,['Aman Tone']
James Douglas Vallance/Bryan Adams,James Douglas Vallance/Bryan Adams,"['James Douglas Vallance', 'Bryan Adams']"
Rockit Music,Rockit Music,['Rockit Music']
Gary Miller/Earl Hudson/Paul D. Hudson/Darryl Jenifer,,"['Gary Miller', 'Earl Hudson', 'Paul D. Hudson', 'Darryl Jenifer']"
Hironobu Kageyama (PKA Hironobu Kag...),Hironobu Kageyama,"['Hironobu Kageyama', 'PKA Hironobu Kag...']"
Андрей Макаревич/Евгений Маргулис,,"['Андрей Макаревич', 'Евгений Маргулис']"
CA O'NEAL SEAN/CA RASSE ANDREW/PA BUTANE & SOMEONE ELSE,O'NEAL SEAN/RASSE ANDREW/BUTANE/SOMEONE ELSE,"[""CA O'NEAL SEAN"", 'CA RASSE ANDREW', 'PA BUTANE', 'SOMEONE ELSE']"
Justin Starling,Justin Starling,['Justin Starling']
Ratatat,Ratatat,['Ratatat']
R. Weston,R. Weston,['R. Weston']
George Gershwin,George Gershwin,['George Gershwin']
Tess Gerritsen,,['Tess Gerritsen']
Neto Peña,Neto Peña,['Neto Peña']
Shashi-Shivam,,['Shashi-Shivam']
Ramon Usera,Ramon Usera,['Ramon Usera']
Rudi Nemeczek/Arnold Haberhauer,Rudi Nemeczek/Arnold Haberhauer,"['Rudi Nemeczek', 'Arnold Haberhauer']"
Attila Lazar & Mark Daniel Lakatos,Attila Lazar/Mark Daniel Lakatos,"['Attila Lazar', 'Mark Daniel Lakatos']"
A. Pastora/F. Galindo,A. Pastora/F. Galindo,"['A. Pastora', 'F. Galindo']"
Lakim & M. Mills,Lakim/ M. Mills,"['Lakim', 'M. Mills']"
Brandon David Clahassey,Brandon David Clahassey,['Brandon David Clahassey']
Zachary Clifton Little,Zachary Clifton Little,['Zachary Clifton Little']
Mieczysław Karłowicz,Mieczysław Karłowicz,['Mieczysław Karłowicz']
Ali Sethe,Ali Sethe,['Ali Sethe']
Leo Brouwer,Leo Brouwer,['Leo Brouwer']
Curtis A Boyd,,['Curtis A Boyd']
Payal Dev,Payal Dev,['Payal Dev']
Han Xian Guang,Han Xian Guang,['Han Xian Guang']
Tori Amos,Tori Amos,['Tori Amos']
Tomasz Kozlarek/Jan Gembala/Dawid Portasz/Marcin Pospieszalski,Tomasz Kozlarek/Jan Gembala/Dawid Portasz/Marcin Pospieszalski,"['Tomasz Kozlarek', 'Jan Gembala', 'Dawid Portasz', 'Marcin Pospieszalski']"
Pablo Milanés,Pablo Milanés,['Pablo Milanés']
Nicola Francesco Haym/George Frideric Handel,Nicola Francesco Haym/George Frideric Handel,"['Nicola Francesco Haym', 'George Frideric Handel']"
Melvin Adams/Tom Findlay/Wallace Wilson/Brian Scott/Andrew Derek Cocup/Ronald Wilson/Francis Rossi/William Rahsaan Hughes/Bob Young,,"['Melvin Adams', 'Tom Findlay', 'Wallace Wilson', 'Brian Scott', 'Andrew Derek Cocup', 'Ronald Wilson', 'Francis Rossi', 'William Rahsaan Hughes', 'Bob Young']"
Danni Scarpa,Danni Scarpa,['Danni Scarpa']
Terry Elliot Sr,Terry Elliot Sr,['Terry Elliot Sr']
"<Unknown>/Gutierrez, Pedro Angel",Gutierrez/Pedro Angel,"['<Unknown>', 'Gutierrez', 'Pedro Angel']"
Jorge Perez,Jorge Perez,['Jorge Perez']
J.J. Jeczalik/Anne Dudley,J.J. Jeczalik/Anne Dudley,"['J.J. Jeczalik', 'Anne Dudley']"
Moraes Moreira,Moraes Moreira,['Moraes Moreira']
Tonny Tun Tun,Tonny Tun Tun,['Tonny Tun Tun']
Vincent Cannady/Tyler Harrison Mead/J. Hart,Vincent Cannady/Tyler Harrison Mead/J. Hart,"['Vincent Cannady', 'Tyler Harrison Mead', 'J. Hart']"
King Slumpz,King Slumpz,['King Slumpz']
"<Unknown>/Hill, Brandon GM",Hill/Brandon GM,"['<Unknown>', 'Hill', 'Brandon GM']"
